job_title,company,city,job_type,experience_level,min_experience_years,salary_pkr_k,required_skills,education,job_description,benefits,date_posted,company_tier,is_ai_ml_role
Data Scientist,Systems Ltd,Karachi,Full-time,Mid,4.7,480,"SQL, MLflow, Python, LLMs, Statistics, Machine Learning, BERT, Data Visualization",Masters,"We are hiring a Data Scientist to join our team. 
        Required skills: SQL, MLflow, Python, LLMs, Statistics, Machine Learning, BERT, Data Visualization.
        Experience required: 4.7+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Flexible Hours, Performance Bonus",2024-04-09,MNC,True
Lead Data Scientist,Folio3,Multan,Freelance,Mid,3.0,380,"Kubernetes, Flask, PyTorch, Python, Statistics, Machine Learning, MongoDB, Data Visualization",PhD,"We are hiring a Lead Data Scientist to join our team. 
        Required skills: Kubernetes, Flask, PyTorch, Python, Statistics, Machine Learning, MongoDB, Data Visualization.
        Experience required: 3.0+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Performance Bonus, Stock Options, Remote Work, Annual Bonus, Health Insurance",2025-02-21,Tier1,True
NLP Engineer,Systems Ltd,Karachi,Contract,Mid,4.1,510,"Hugging Face, AWS, PyTorch, NLP, Python, LLMs, Docker, Airflow",PhD,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, AWS, PyTorch, NLP, Python, LLMs, Docker, Airflow.
        Experience required: 4.1+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Food Allowance, Annual Bonus, Health Insurance",2024-12-29,MNC,True
AI Research Engineer,Techlogix,Lahore,Contract,Mid,3.2,475,"TensorFlow, MLflow, PyTorch, Python, Deep Learning, React, BERT",PhD,"We are hiring a AI Research Engineer to join our team. 
        Required skills: TensorFlow, MLflow, PyTorch, Python, Deep Learning, React, BERT.
        Experience required: 3.2+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Flexible Hours, Health Insurance, Stock Options, Performance Bonus, Medical Coverage",2024-01-16,Tier1,True
Machine Learning Engineer,Netsol,Hybrid (Karachi),Freelance,Mid,4.6,480,"AWS, TensorFlow, PyTorch, Python, LLMs, Docker, React, MLOps",PhD,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: AWS, TensorFlow, PyTorch, Python, LLMs, Docker, React, MLOps.
        Experience required: 4.6+ years.
        This is a Freelance position.
        Education: PhD preferred.","Professional Development, Flexible Hours, Medical Coverage, Remote Work, Health Insurance",2024-12-04,MNC,True
Junior Data Scientist,Systems Ltd,Karachi,Contract,Senior,5.5,410,"TensorFlow, SQL, Python, Docker, PostgreSQL, Statistics, Machine Learning, Data Visualization",Bachelors,"We are hiring a Junior Data Scientist to join our team. 
        Required skills: TensorFlow, SQL, Python, Docker, PostgreSQL, Statistics, Machine Learning, Data Visualization.
        Experience required: 5.5+ years.
        This is a Freelance position.
        Education: Masters preferred.","Professional Development, Transport Allowance",2024-08-08,MNC,True
Senior Data Scientist,Folio3,Hybrid (Karachi),Full-time,Senior,5.5,265,"Kubernetes, SQL, MLflow, Python, Git, Statistics, Machine Learning, Data Visualization",Not Specified,"We are hiring a Senior Data Scientist to join our team. 
        Required skills: Kubernetes, SQL, MLflow, Python, Git, Statistics, Machine Learning, Data Visualization.
        Experience required: 5.5+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Flexible Hours, Stock Options, Health Insurance",2025-01-25,Tier1,True
NLP Engineer,Systems Ltd,Lahore,Contract,Senior,5.9,595,"Hugging Face, AWS, PyTorch, NLP, Python, LLMs, PostgreSQL",Not Specified,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, AWS, PyTorch, NLP, Python, LLMs, PostgreSQL.
        Experience required: 5.9+ years.
        This is a Freelance position.
        Education: Masters preferred.","Performance Bonus, Remote Work, Food Allowance, Transport Allowance, Health Insurance",2025-01-15,MNC,True
Machine Learning Engineer,10Pearls,Hybrid (Islamabad),Contract,Junior,1.2,315,"TensorFlow, Flask, PyTorch, Python, Docker, Airflow, MLOps, BERT",Not Specified,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: TensorFlow, Flask, PyTorch, Python, Docker, Airflow, MLOps, BERT.
        Experience required: 1.2+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Health Insurance, Stock Options, Remote Work",2024-10-12,MNC,True
Machine Learning Engineer,10Pearls,Karachi,Contract,Junior,1.4,345,"Kubernetes, AWS, TensorFlow, Node.js, PyTorch, Python, Docker, MLOps",PhD,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: Kubernetes, AWS, TensorFlow, Node.js, PyTorch, Python, Docker, MLOps.
        Experience required: 1.4+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Remote Work, Performance Bonus",2024-03-14,MNC,True
Full Stack Developer,Arbisoft,Lahore,Contract,Junior,0.8,225,"Node.js, AWS, SQL, MLflow, JavaScript, Python, React, Git",Masters,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, AWS, SQL, MLflow, JavaScript, Python, React, Git.
        Experience required: 0.8+ years.
        This is a Contract position.
        Education: PhD preferred.","Performance Bonus, Flexible Hours, Food Allowance, Medical Coverage",2024-01-10,Tier1,False
Business Intelligence Developer,Netsol,Islamabad,Full-time,Senior,7.3,350,"ETL, SQL, Flask, Power BI, Data Warehouse, Excel, Docker, PostgreSQL",Not Specified,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, SQL, Flask, Power BI, Data Warehouse, Excel, Docker, PostgreSQL.
        Experience required: 7.3+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Performance Bonus, Health Insurance, Stock Options, Transport Allowance",2024-02-29,MNC,False
Data Scientist,Netsol,Rawalpindi,Contract,Senior,7.1,385,"TensorFlow, SQL, PyTorch, Python, Git, PostgreSQL, Statistics, Data Visualization",Masters,"We are hiring a Data Scientist to join our team. 
        Required skills: TensorFlow, SQL, PyTorch, Python, Git, PostgreSQL, Statistics, Data Visualization.
        Experience required: 7.1+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Professional Development, Annual Bonus, Performance Bonus",2024-04-13,MNC,True
Lead Data Analyst,Systems Ltd,Faisalabad,Full-time,Mid,3.3,195,"SQL, Flask, Power BI, MLflow, Python, Excel, Docker, Data Visualization",Not Specified,"We are hiring a Lead Data Analyst to join our team. 
        Required skills: SQL, Flask, Power BI, MLflow, Python, Excel, Docker, Data Visualization.
        Experience required: 3.3+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Medical Coverage, Professional Development, Stock Options, Remote Work",2024-08-17,MNC,False
Full Stack Developer,Techlogix,Multan,Contract,Mid,2.6,220,"Node.js, Kubernetes, SQL, JavaScript, Python, LLMs, React, PostgreSQL",PhD,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, Kubernetes, SQL, JavaScript, Python, LLMs, React, PostgreSQL.
        Experience required: 2.6+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Stock Options, Health Insurance",2024-12-04,Tier1,False
AI Research Engineer,Techlogix,Hybrid (Lahore),Full-time,Junior,1.2,350,"TensorFlow, MLflow, PyTorch, Python, Deep Learning, Docker, PostgreSQL, BERT",Masters,"We are hiring a AI Research Engineer to join our team. 
        Required skills: TensorFlow, MLflow, PyTorch, Python, Deep Learning, Docker, PostgreSQL, BERT.
        Experience required: 1.2+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Flexible Hours, Stock Options, Food Allowance, Remote Work",2024-06-29,Tier1,True
AI Research Engineer,10Pearls,Lahore,Freelance,Mid,2.6,400,"TensorFlow, Flask, MLflow, PyTorch, Python, Deep Learning, React, BERT",Not Specified,"We are hiring a AI Research Engineer to join our team. 
        Required skills: TensorFlow, Flask, MLflow, PyTorch, Python, Deep Learning, React, BERT.
        Experience required: 2.6+ years.
        This is a Contract position.
        Education: PhD preferred.","Health Insurance, Flexible Hours, Stock Options",2024-03-19,MNC,True
NLP Engineer,Systems Ltd,Multan,Full-time,Mid,3.2,320,"Hugging Face, AWS, PyTorch, NLP, Python, LLMs, BERT",Masters,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, AWS, PyTorch, NLP, Python, LLMs, BERT.
        Experience required: 3.2+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Health Insurance, Medical Coverage, Flexible Hours",2024-01-08,MNC,True
DevOps Engineer,Systems Ltd,Karachi,Contract,Mid,3.7,360,"Kubernetes, AWS, CI/CD, Docker, Linux, React, Airflow",PhD,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, CI/CD, Docker, Linux, React, Airflow.
        Experience required: 3.7+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Health Insurance, Food Allowance, Performance Bonus, Stock Options, Transport Allowance",2025-03-08,MNC,False
Data Scientist,Folio3,Hybrid (Islamabad),Contract,Junior,1.6,360,"FastAPI, SQL, Flask, React, Statistics, Machine Learning, BERT, Data Visualization",Not Specified,"We are hiring a Data Scientist to join our team. 
        Required skills: FastAPI, SQL, Flask, React, Statistics, Machine Learning, BERT, Data Visualization.
        Experience required: 1.6+ years.
        This is a Full-time position.
        Education: PhD preferred.","Transport Allowance, Performance Bonus, Remote Work, Professional Development",2024-05-05,Tier1,True
Data Analyst,Folio3,Multan,Contract,Mid,2.6,155,"Node.js, SQL, Power BI, Excel, Python, React, PostgreSQL, Data Visualization",PhD,"We are hiring a Data Analyst to join our team. 
        Required skills: Node.js, SQL, Power BI, Excel, Python, React, PostgreSQL, Data Visualization.
        Experience required: 2.6+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Food Allowance, Transport Allowance",2024-01-22,Tier1,False
Machine Learning Engineer,Systems Ltd,Hybrid (Lahore),Contract,Junior,1.4,310,"Kubernetes, FastAPI, TensorFlow, PyTorch, Python, Docker, Git, MLOps",Bachelors,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: Kubernetes, FastAPI, TensorFlow, PyTorch, Python, Docker, Git, MLOps.
        Experience required: 1.4+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Health Insurance, Food Allowance, Annual Bonus, Professional Development, Remote Work",2024-08-15,MNC,True
Lead Data Analyst,Techlogix,Hybrid (Lahore),Contract,Junior,1.6,165,"SQL, Flask, Power BI, PyTorch, Excel, Python, React, Data Visualization",Not Specified,"We are hiring a Lead Data Analyst to join our team. 
        Required skills: SQL, Flask, Power BI, PyTorch, Excel, Python, React, Data Visualization.
        Experience required: 1.6+ years.
        This is a Freelance position.
        Education: PhD preferred.","Professional Development, Annual Bonus, Flexible Hours",2024-02-08,Tier1,False
Lead Machine Learning Engineer,Arbisoft,Hybrid (Islamabad),Contract,Mid,3.8,325,"TensorFlow, PyTorch, Python, Docker, Git, MongoDB, MLOps",PhD,"We are hiring a Lead Machine Learning Engineer to join our team. 
        Required skills: TensorFlow, PyTorch, Python, Docker, Git, MongoDB, MLOps.
        Experience required: 3.8+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Food Allowance, Professional Development, Annual Bonus",2024-05-10,Tier1,True
NLP Engineer,Netsol,Hybrid (Islamabad),Freelance,Junior,0.4,325,"Hugging Face, Kubernetes, PyTorch, MLflow, NLP, Python, LLMs, Git",PhD,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, Kubernetes, PyTorch, MLflow, NLP, Python, LLMs, Git.
        Experience required: 0.4+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Medical Coverage, Remote Work",2024-04-28,MNC,True
Full Stack Developer,Techlogix,Faisalabad,Freelance,Junior,0.0,225,"Node.js, AWS, TensorFlow, Flask, JavaScript, Python, React, Airflow",Masters,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, AWS, TensorFlow, Flask, JavaScript, Python, React, Airflow.
        Experience required: 0.0+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Annual Bonus, Medical Coverage, Health Insurance, Transport Allowance",2024-08-09,Tier1,False
DevOps Engineer,Netsol,Hybrid (Lahore),Contract,Senior,7.9,475,"Kubernetes, AWS, Node.js, CI/CD, Docker, Linux, Airflow, MongoDB",Masters,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, Node.js, CI/CD, Docker, Linux, Airflow, MongoDB.
        Experience required: 7.9+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Transport Allowance, Flexible Hours, Annual Bonus",2025-02-19,MNC,False
Machine Learning Engineer,Systems Ltd,Faisalabad,Contract,Senior,9.1,500,"Kubernetes, TensorFlow, PyTorch, Python, Docker, PostgreSQL, MLOps",Not Specified,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: Kubernetes, TensorFlow, PyTorch, Python, Docker, PostgreSQL, MLOps.
        Experience required: 9.1+ years.
        This is a Freelance position.
        Education: Masters preferred.","Remote Work, Annual Bonus, Medical Coverage, Flexible Hours",2024-01-02,MNC,True
AI Research Engineer,Systems Ltd,Hybrid (Lahore),Full-time,Junior,1.0,425,"FastAPI, PyTorch, MLflow, Python, Deep Learning, Airflow, BERT",Masters,"We are hiring a AI Research Engineer to join our team. 
        Required skills: FastAPI, PyTorch, MLflow, Python, Deep Learning, Airflow, BERT.
        Experience required: 1.0+ years.
        This is a Freelance position.
        Education: Masters preferred.","Medical Coverage, Annual Bonus, Remote Work, Stock Options, Transport Allowance",2024-03-08,MNC,True
NLP Engineer,10Pearls,Faisalabad,Contract,Junior,1.4,405,"Hugging Face, AWS, TensorFlow, PyTorch, NLP, Python, Docker, MongoDB",Not Specified,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, AWS, TensorFlow, PyTorch, NLP, Python, Docker, MongoDB.
        Experience required: 1.4+ years.
        This is a Freelance position.
        Education: PhD preferred.","Performance Bonus, Medical Coverage",2024-05-05,MNC,True
